No;V1;V2;V3;V4;V5;V6;V7;V8;V9;V10;V11
1;-0.795412691;1.048969939;0.987901798;0.950668;0.861838006;0.723378073;0.447554743;0.431977116;-0.019018428;-0.633442086;-0.355941494
2;-0.781930724;-0.225728115;-0.145919941;-0.196469368;-0.145921961;-0.108031386;-0.12689967;0.021624641;0.19944594;0.534660442;0.650393634
3;-1.709816437;-1.590375834;-1.542611289;-1.503593513;-1.463891376;-1.357065506;-1.432310406;-1.49448182;-1.640527416;-1.597303372;-1.646625117
4;0.445516739;1.040239065;0.939638716;0.965008748;1.0294005;1.107869264;1.242103126;1.181726008;1.191956247;0.850861105;0.668497882
5;2.288766291;0.3782207;0.365785346;0.287507537;0.252497665;0.191922215;0.199935503;0.099130356;-0.008219671;-0.136990599;0.485283336
6;-1.130744771;-0.606809211;-0.551453229;-0.541609184;-0.514820355;-0.499463405;-0.300215593;-0.269179232;0.126500222;0.337127334;0.065062942
7;0.405547542;-0.766061118;-0.764987331;-0.738648722;-0.704101793;-0.715650618;-0.763200409;-0.810351103;-1.02610465;-1.508546271;-1.60169837
8;-0.527265633;1.383621092;1.435684481;1.414914719;1.425559604;1.450416696;1.440040612;1.569795319;1.593329656;1.54086674;0.995057112
9;0.186926754;1.553706207;1.588571095;1.612152461;1.681751021;1.643766606;1.713205456;1.69973303;1.491024069;1.796055041;2.066865396
10;0.448222392;0.251857704;0.230937798;0.226687611;0.247279542;0.127811413;0.139024913;0.046424733;-0.023263373;-0.292711126;-0.118905635
11;-0.304966929;-0.699055748;-0.722848304;-0.736270256;-0.752454076;-0.697331516;-0.84835242;-0.761076666;-0.768112987;-1.116042921;-1.704985622
12;0.213363257;0.232510036;0.279778646;0.265914802;0.188281889;0.276298297;0.51136904;0.551888381;0.665355747;0.512029025;0.684216242
13;0.002383725;0.426463504;0.322961509;0.331783137;0.352075186;0.364376962;0.489838331;0.611973226;0.523637105;0.540890752;0.076283375
14;-0.149869047;-0.053956504;-0.057971841;-0.005311869;-0.037267495;0.005727132;-0.07695474;-0.146199445;-0.575034114;-0.282757523;-0.480367876
15;-0.743701063;-1.08154916;-1.127324459;-1.154291383;-1.126466031;-1.261359602;-1.187878518;-1.355475353;-1.638795767;-1.433490888;-0.722348078
16;-0.52159431;0.422427254;0.460521698;0.545821707;0.705299294;0.581674546;0.542292204;0.584806051;0.671741203;0.682636519;0.503826498
17;-1.200860841;-1.555726306;-1.542637884;-1.564156938;-1.624722093;-1.656583034;-1.659694347;-1.631034337;-2.018435779;-2.972377555;-3.274098033
18;-0.215971598;0.207598056;0.254513846;0.259309897;0.247623101;0.121855786;-0.210735801;-0.285900835;-0.269734759;-0.496511778;-0.303950864
19;-0.72799979;-1.295669014;-1.175952551;-1.131655154;-1.024931714;-0.797919015;-0.584328552;-0.632233459;-0.847396059;-0.710396348;-0.564219133
20;1.668278276;0.777789331;0.816629058;0.923816991;0.904827771;0.971342085;1.239430429;1.262541297;1.10151486;1.202861231;1.082284628
21;2.27849141;1.36889191;1.425328572;1.48585245;1.471999903;1.514571913;1.67118212;2.076336099;2.318750564;1.709703808;1.31374966
22;-1.40162833;-1.24391241;-1.274844298;-1.247477093;-1.240846491;-1.268090469;-1.033335806;-1.027862237;-0.909326564;-0.476840379;-0.44926128
23;1.529582348;0.240792792;0.246442407;0.248169585;0.160413727;0.136718607;0.183946108;0.069270351;0.129482507;0.338014719;0.180257133
24;-0.141818013;0.457580119;0.330886678;0.230581766;0.181002409;0.174128015;0.00088683;-0.02882248;-0.127919914;0.156032565;0.258893946
25;1.480198906;0.824428679;0.902937605;0.987417623;1.128430318;1.200890089;1.025483078;0.831755892;0.788495237;0.354254482;-0.190531085
26;-0.06146586;1.731032574;1.697247634;1.63223901;1.65107264;1.874970073;1.955818506;2.265296725;2.354831241;2.042183329;1.801024049
27;0.923948353;1.963468999;1.938840292;1.942096332;1.871916752;1.814993889;1.755714205;1.544732459;1.426395077;1.292857568;1.370815932
28;0.632637496;-0.63497058;-0.543129142;-0.554620789;-0.538615594;-0.452327147;-0.427183323;-0.072971854;0.112983739;-0.19975291;-0.087251335
29;-1.103247749;-0.844864105;-0.753518442;-0.750698447;-0.691335316;-0.520612944;-0.163861257;0.06377611;0.082271019;-0.245090208;-0.529511195
30;1.184100424;0.602957348;0.618393457;0.529866168;0.474646307;0.456638697;0.340924658;0.146276589;0.08637166;0.113208489;-0.199358125
31;-0.798286594;-1.128856437;-1.12469825;-1.141134039;-1.223329929;-1.328599632;-1.398506929;-1.535004561;-1.541955697;-1.768078414;-1.548132152
32;0.410297075;-0.795815325;-0.838953358;-0.848512837;-0.882623341;-0.908092043;-0.940931838;-0.648108124;-0.569069544;-0.581266339;-0.901901259
33;-1.757061305;-0.535566892;-0.66563018;-0.745673356;-0.772036975;-0.897807989;-0.92104744;-0.970596177;-1.114851665;-1.241896432;-1.50161106
34;-0.90829061;-0.000734489;0.085997628;0.03297676;0.056678636;0.016774314;0.058785518;-0.029951731;0.089017235;0.292032049;0.477525444
35;-0.912725567;0.180307437;0.25507898;0.254418886;0.362401891;0.433450113;0.551737293;0.71620093;0.820097833;0.519649365;0.36562123
36;-0.170565808;1.248665056;1.107839789;1.075146853;1.034603686;1.017594084;1.170191785;1.12198211;1.324101515;1.113696429;0.587576467
37;-0.514849191;-0.325131802;-0.385569869;-0.43744639;-0.422372941;-0.340082772;-0.292378801;-0.372049664;-0.319736127;-0.325656064;0.01690249
38;1.158081325;-0.705958044;-0.721053173;-0.708585618;-0.793651356;-0.712456788;-0.626933799;-0.681985657;-0.877567639;-0.760722859;-0.825642833
39;0.45220608;1.66808894;1.699812011;1.707913851;1.764041518;1.718133199;1.669260936;1.535342302;1.534571436;2.069146797;2.214574457
40;0.420076341;-1.105813386;-1.080697605;-1.026326446;-1.062628669;-0.985809937;-1.05912704;-1.015440475;-0.609799374;-0.31746482;-0.498269549
41;0.133897285;0.573398529;0.495732851;0.480577136;0.495409258;0.475753229;0.434972013;0.510182098;0.461381915;0.327006182;0.3658088
42;-1.380429868;-0.213686262;-0.141206061;-0.153278069;-0.112626552;-0.05760843;-0.123683076;-0.010732746;0.112478675;0.088622344;-0.012636021
43;-0.800681436;-1.37547018;-1.406181368;-1.381942003;-1.495658193;-1.638009556;-1.662823215;-1.863073721;-1.825284753;-1.215386586;-1.262496927
44;0.21127128;1.35716597;1.311263318;1.283317958;1.183145923;1.009397527;0.888347987;1.037075458;1.177124191;0.985954588;0.997349217
45;-0.480663655;1.534614455;1.489955333;1.425165438;1.421302452;1.456331945;1.40441245;1.419528916;1.403613069;1.659076392;1.893821641
46;1.025632901;0.711768335;0.669415056;0.673034629;0.785398479;0.767013634;1.042434527;1.053777516;0.683886797;0.507356293;0.584526581
47;1.388048705;1.320159786;1.322132501;1.259636488;1.258743978;1.112617614;1.284644041;1.233589036;1.316465423;1.546506908;1.440595694
48;-0.158679466;-0.300761386;-0.429956134;-0.453162917;-0.464436589;-0.58729577;-0.798144315;-0.69482003;-0.450704114;0.123608888;0.084941602
49;0.567108445;0.481549139;0.465860549;0.397913803;0.336410859;0.174499485;0.174603365;0.244195689;0.141098986;0.387602777;0.21257543
50;0.613329858;0.399596581;0.363544757;0.348467373;0.27010883;0.340639249;0.426904211;0.282394779;-0.118852807;-0.274342881;-0.060860248
51;1.745587434;-0.550475853;-0.612893234;-0.610695443;-0.467658083;-0.382830036;-0.460957558;-0.522044612;-0.435299653;-0.313623622;-0.41570127
52;-1.134793913;2.446569222;2.48977051;2.541389169;2.530183469;2.598399789;2.48779926;2.620072239;2.580684699;2.460577217;2.623786747
53;0.237472301;0.902665678;0.853776293;0.854975574;0.844291569;0.830886211;0.622262574;0.445302279;0.517420003;0.456694685;0.435877419
54;-0.53390401;0.85785066;0.946516061;0.961481857;0.924256317;0.971879101;1.02684282;0.792751125;0.621330974;0.997912565;1.241842856
55;-1.477713045;0.212472139;0.305209663;0.205648686;0.077859834;0.02724814;-0.077130191;0.033394912;0.358889935;0.407559627;0.273288061
56;-1.652187828;-1.109519388;-1.119472425;-1.148998131;-1.154737503;-1.230996003;-1.12152896;-0.908248487;-1.000827383;-0.744365191;0.061986796
57;-0.698400732;-0.142911176;-0.254379069;-0.348452142;-0.373761743;-0.282569592;-0.13619855;-0.0382691;-0.567782833;-0.719617703;-0.753120799
58;-1.03346449;-2.055579995;-2.14646661;-2.244077421;-2.334053223;-2.391608253;-2.423781586;-2.54605347;-2.537906454;-2.472010406;-2.432021636
59;-0.833114786;-0.567232505;-0.619103056;-0.609628632;-0.691559377;-0.74263869;-0.62281071;-0.401431909;-0.136638287;-0.285128019;0.076782311
60;-1.106121755;-0.47279847;-0.488776578;-0.528020452;-0.498867238;-0.584574351;-0.575146638;-0.489274614;-0.061034969;0.066301202;0.30150608
61;-0.551638345;-0.053351225;-0.122277407;-0.238768743;-0.262055073;-0.30635172;-0.095347809;-0.101355146;-0.142097791;0.384295251;0.34225377
62;0.680314668;1.068413177;1.10076631;1.07505358;1.049063065;1.078930977;1.262867701;1.343562891;1.14858445;1.010292514;0.732189124
63;-1.591440028;-0.441876182;-0.462547726;-0.462449425;-0.49186161;-0.71118087;-0.874816215;-0.949162123;-1.194952461;-0.602371205;-0.47096312
64;-0.825368892;-0.469814555;-0.426079981;-0.437364776;-0.35414897;-0.308503821;-0.193103019;-0.040071558;0.246513124;0.316233454;0.556256042
65;-0.848816649;0.187177877;0.133907668;0.111477778;-0.035176263;-0.010682133;-0.180587545;-0.599702341;-0.814879537;-1.269771486;-1.641879598
66;-0.569215778;-1.834664033;-1.723121639;-1.737394332;-1.679203679;-1.524630583;-1.372452519;-1.253430144;-0.971329222;-0.18482871;-0.314979975
67;0.720524046;-1.529444485;-1.504926845;-1.543403661;-1.467929446;-1.618063255;-1.70738766;-1.89530081;-2.04899217;-2.168115226;-1.916279385
68;0.361577639;-0.881010901;-0.951248747;-1.035735375;-1.085836371;-1.009983723;-1.202090014;-1.104499297;-1.500552448;-1.783232216;-1.915941759
69;0.00712517;0.230821628;0.282956692;0.362959689;0.470717777;0.511729249;0.87156614;1.262274186;1.725247646;1.21527407;1.083113687
70;-1.133632341;-0.311390923;-0.324076675;-0.367812151;-0.271819137;-0.253372892;-0.229976881;-0.30805153;-0.358048863;-0.35552308;-0.159191902
71;-0.306599459;-2.049909493;-2.071436802;-2.046629814;-2.082214058;-2.10452688;-1.898424091;-1.859143058;-1.402594022;-0.497982478;-0.258438898
72;0.437867394;1.480478151;1.490221278;1.517112947;1.511145784;1.458225633;1.517496191;1.599516339;1.912569988;1.800765627;1.339281678
73;0.287453645;-1.362377054;-1.277563588;-1.308052176;-1.303458988;-1.323673622;-1.055384095;-1.042216756;-1.318572965;-0.375461315;0.033644981
74;-0.272334548;1.363530419;1.250994137;1.217204781;1.115165929;1.073552744;1.036928303;1.105729581;0.857484618;0.749438602;0.549267187
75;-0.367242076;0.161331432;0.183572946;0.205491287;0.243331096;0.263749086;0.25750376;0.267453918;0.51342759;0.274538777;0.94598507
76;0.891415817;0.298039377;0.358458553;0.408237975;0.480138282;0.475842058;0.396264693;0.293057515;0.164957262;0.19917312;0.526436176
77;-0.644751793;1.413602756;1.507106708;1.469788481;1.44828433;1.270512369;1.029772844;1.081598354;0.906439781;0.983081447;0.74738979
78;-0.359728085;0.235377144;0.232633199;0.252244456;0.211902858;0.069272654;0.103759348;0.285847681;-0.105841389;-1.04703789;-1.426980741
79;-0.192390292;-1.204771079;-1.139238807;-1.181264813;-1.103965365;-1.028775238;-0.95373973;-0.762879125;-0.732938865;-1.020552865;-1.183387438
80;-1.113271742;-0.325981316;-0.392304933;-0.428719521;-0.488689907;-0.505390768;-0.432973192;-0.217668009;-0.096978712;-0.371508419;0.081869207
81;1.400847598;-0.591093212;-0.628224978;-0.618472093;-0.601840523;-0.663652954;-0.52306706;-0.442584424;0.084712163;-0.125076062;-0.295735301
82;1.135967342;0.052232672;0.011060901;0.005956693;0.071899821;0.058891695;0.142709375;0.225867075;0.248365027;0.669344363;1.00816825
83;1.665451921;0.754548768;0.669288732;0.697297308;0.809258446;0.900036079;0.949890199;0.841482653;0.81909973;0.642431159;1.063381331
84;-1.338301473;2.390045785;2.358805764;2.309389688;2.388052851;2.392152617;2.076785827;1.734483561;1.125167503;0.665478343;0.099842157
85;0.506830532;1.421378777;1.361387352;1.412926252;1.496103847;1.632985913;1.485505704;1.500129213;1.383779674;1.478583494;1.59905026
86;-0.781616124;0.161299575;0.228511048;0.230494322;0.288735737;0.320523364;0.26620026;0.318661112;0.219119398;0.163503973;-0.098513033
